Opportunity Number,Supplies Subgroup,Supplies Group,Region,Route To Market,Elapsed Days In Sales Stage,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Ratio Days Identified To Total Days,Ratio Days Validated To Total Days,Ratio Days Qualified To Total Days,Deal Size Category
6438665,Exterior Accessories,Car Accessories,Midwest,Fields Sales,70,Loss,2,36,36,100000,4,1,0,Unknown,0,1,0,5
6438690,Motorcycle Parts,Performance & Non-auto,Pacific,Other,91,Loss,4,15,15,60000,1,1,0,Known,0.048276,0,0.951724,4
6438708,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,91,Won,3,1,1,2130,1,1,0,Unknown,0,1,0,1
6438711,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,56,Won,6,49,48,403500,1,5,0,Known,0.022267,0.151822,0.789474,6
6438728,Shelters & RV,Performance & Non-auto,Pacific,Reseller,24,Won,4,5,5,111009,1,1,0,Known,0,0,0.943396,5
6438798,Towing & Hitches,Car Accessories,Midwest,Reseller,62,Loss,3,44,44,10000,1,4,4,Unknown,0,0.28733,0.71267,2
6438864,Exterior Accessories,Car Accessories,Midwest,Fields Sales,69,Loss,2,37,37,306748,1,5,0,Unknown,1,0,0,6
6441100,Performance Parts,Performance & Non-auto,Midwest,Reseller,89,Loss,2,17,17,21700,1,1,0,Unknown,0,1,0,2
6441175,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,24,Won,4,5,5,18902,4,3,0,Unknown,0,0.019608,0.980392,2
6441181,Performance Parts,Performance & Non-auto,Northwest,Reseller,66,Loss,5,40,40,142460,4,4,0,Unknown,0,0.142857,0.857143,5
6441190,Replacement Parts,Car Accessories,Midwest,Reseller,68,Loss,3,38,38,20400,1,1,0,Unknown,0.092348,0.907652,0,2
6441241,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,79,Loss,2,28,28,30000,2,4,0,Unknown,1,0,0,3
6441275,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,85,Loss,3,21,21,60000,3,5,0,Known,0.401914,0.598086,0,4
6441301,Exterior Accessories,Car Accessories,Midwest,Fields Sales,77,Won,6,14,12,80000,1,1,0,Unknown,0,0.195804,0.629371,4
6441317,Exterior Accessories,Car Accessories,Pacific,Fields Sales,91,Loss,2,16,16,120000,1,1,0,Unknown,1,0,0,5
6441320,Exterior Accessories,Car Accessories,Northwest,Fields Sales,82,Loss,3,25,25,78947,1,1,0,Known,0.118367,0.881633,0,4
6441341,Replacement Parts,Car Accessories,Pacific,Fields Sales,82,Won,8,24,16,13078,4,1,0,Unknown,0,0.258333,0.408333,2
6441364,Exterior Accessories,Car Accessories,Midwest,Fields Sales,86,Loss,2,20,20,20000,2,1,0,Unknown,1,0,0,2
6441366,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,90,Loss,3,16,16,100000,3,3,0,Unknown,0.3875,0.6125,0,5
6441419,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,74,Won,3,32,32,50000,5,2,0,Unknown,0,0.308642,0.691358,4
6441422,Exterior Accessories,Car Accessories,Northwest,Fields Sales,83,Won,5,21,18,560000,3,4,0,Unknown,0,0.234146,0.64878,7
6441443,Towing & Hitches,Car Accessories,Midwest,Fields Sales,46,Won,5,61,61,90000,1,5,0,Known,0,0.142149,0.857851,4
6441444,Shelters & RV,Performance & Non-auto,Midwest,Reseller,39,Loss,8,53,53,80000,5,4,0,Unknown,0.06367,0.93633,0,4
6441455,Performance Parts,Performance & Non-auto,Midwest,Telesales,23,Loss,7,76,74,110000,4,5,0,Unknown,0.064644,0.889182,0.022427,5
6441460,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,73,Won,9,33,33,55000,1,4,3,Known,0,0.410334,0.589666,4
6441506,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,84,Loss,2,22,22,15500,1,1,0,None,0,1,0,2
6441527,Batteries & Accessories,Car Accessories,Pacific,Other,90,Won,3,2,2,9246,3,2,0,Unknown,0,1,0,1
6441533,Shelters & RV,Performance & Non-auto,Pacific,Other,90,Loss,2,16,16,20000,3,4,0,Unknown,0,1,0,2
6441596,Replacement Parts,Car Accessories,Pacific,Reseller,83,Loss,3,18,18,20000,1,1,0,None,0,1,0,2
6441615,Garage & Car Care,Car Accessories,Northwest,Reseller,90,Loss,4,16,16,500,1,1,0,None,0.748466,0.251534,0,1
6441651,Exterior Accessories,Car Accessories,Midwest,Reseller,94,Won,4,10,10,3000,3,4,0,Unknown,0,0.673077,0.326923,1
6441722,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,80,Loss,2,26,26,60000,1,1,0,Unknown,0,1,0,4
6441729,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,102,Won,4,4,4,280000,4,4,0,Unknown,0.454545,0.068182,0.477273,6
6441734,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,64,Loss,3,42,42,111750,1,1,0,Known,0.730496,0.269504,0,5
6444126,Towing & Hitches,Car Accessories,Midwest,Reseller,95,Won,2,11,11,120000,4,4,0,Unknown,1,0,0,5
6444160,Garage & Car Care,Car Accessories,Northwest,Reseller,24,Won,4,4,0,8770,5,1,0,Unknown,0,0.025,0,1
6444195,Exterior Accessories,Car Accessories,Midwest,Reseller,86,Won,5,6,6,60000,1,1,4,Unknown,0,0.018182,0.981818,4
6444208,Car Electronics,Car Electronics,Midwest,Reseller,79,Loss,5,27,27,80000,1,3,0,Unknown,0,0.029963,0.970037,4
6444219,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,68,Loss,3,38,38,20000,1,5,0,Unknown,0.319261,0.680739,0,2
6444221,Shelters & RV,Performance & Non-auto,Midwest,Reseller,24,Won,3,8,8,22000,5,4,0,Unknown,0,1,0,2
6444224,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,73,Loss,2,33,33,23252,1,1,0,Unknown,0,1,0,2
6444239,Garage & Car Care,Car Accessories,Pacific,Reseller,88,Loss,2,18,18,23252,1,1,0,Unknown,0,1,0,2
6444241,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,64,Loss,3,42,42,20000,5,3,0,Unknown,0.388626,0.611374,0,2
6444257,Shelters & RV,Performance & Non-auto,Midwest,Reseller,24,Won,4,3,1,8460,4,4,0,Unknown,0,0.518519,0,1
6444295,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,43,Won,4,14,14,140000,2,3,0,Known,0,0.85,0.15,5
6444303,Garage & Car Care,Car Accessories,Midwest,Fields Sales,77,Loss,5,26,26,100000,4,3,0,Known,0,0.996198,0.003802,5
6444393,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,89,Loss,2,17,17,10000,1,1,0,Unknown,0,1,0,2
6444420,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,85,Loss,2,21,21,40000,1,1,0,Known,1,0,0,3
6444437,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,90,Loss,3,16,16,100000,4,4,0,None,0.201258,0.798742,0,5
6444486,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,85,Loss,5,21,21,19000,1,1,0,Unknown,0,0.278302,0.721698,2
6444516,Exterior Accessories,Car Accessories,Midwest,Fields Sales,78,Loss,3,28,28,155000,4,5,0,Known,0.620072,0.379928,0,5
6444532,Exterior Accessories,Car Accessories,Midwest,Fields Sales,79,Loss,2,27,27,150000,1,5,0,Unknown,0,1,0,5
6444543,Shelters & RV,Performance & Non-auto,Midwest,Reseller,5,Loss,13,81,81,50000,3,1,0,Unknown,0.160494,0.769136,0.07037,4
6444549,Shelters & RV,Performance & Non-auto,Midwest,Reseller,16,Loss,8,71,71,80000,2,2,0,Unknown,0.011252,0.988748,0,4
6444620,Garage & Car Care,Car Accessories,Midwest,Fields Sales,62,Loss,2,44,44,40000,5,5,0,Known,0,1,0,3
6444651,Exterior Accessories,Car Accessories,Pacific,Fields Sales,81,Loss,4,24,24,100759,3,5,0,Known,0,1,0,5
6444710,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,49,Loss,3,8,8,10000,1,1,0,Unknown,1,0,0,2
6444791,Replacement Parts,Car Accessories,Midwest,Reseller,90,Loss,2,16,16,19100,5,1,0,None,0,0,1,2
6444831,Garage & Car Care,Car Accessories,Midwest,Other,71,Won,8,32,25,70587,4,4,2,Unknown,0.15528,0.195652,0.428571,4
6444879,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,48,Loss,5,52,52,310029,5,2,0,Known,0.053846,0.946154,0,6
6444889,Batteries & Accessories,Car Accessories,Pacific,Telesales,89,Loss,3,17,17,130000,1,1,0,Unknown,0,0.446429,0.553571,5
6444932,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,16,Loss,5,57,57,60000,5,1,0,Known,0,1,0,4
6444940,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,58,Loss,3,48,48,100000,5,5,3,Known,0.097713,0.902287,0,5
6444963,Exterior Accessories,Car Accessories,Midwest,Fields Sales,73,Loss,2,33,33,30000,3,3,0,Unknown,0,1,0,3
6446069,Performance Parts,Performance & Non-auto,Midwest,Other,70,Loss,4,21,21,199999,1,1,0,Unknown,1,0,0,5
6447312,Shelters & RV,Performance & Non-auto,Midwest,Reseller,41,Won,4,1,1,234500,3,1,0,Unknown,0,0.076923,0.923077,5
6447324,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,64,Loss,3,42,42,20000,1,4,0,Unknown,0.389549,0.610451,0,2
6447331,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,64,Loss,3,42,42,20000,2,1,0,Unknown,0.389549,0.610451,0,2
6447333,Batteries & Accessories,Car Accessories,Midwest,Reseller,55,Won,4,2,2,35000,4,3,0,Unknown,0,0.6,0.4,3
6447359,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,64,Loss,3,42,42,20000,1,4,0,Unknown,0.389549,0.610451,0,2
6447364,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,95,Won,6,11,11,49003,1,1,0,Unknown,0,0.650943,0.349057,3
6447366,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,84,Loss,2,22,22,20000,3,3,0,Unknown,0,1,0,2
6447399,Replacement Parts,Car Accessories,Midwest,Reseller,89,Loss,4,17,17,839,1,1,0,Unknown,0,0.789157,0.210843,1
6447400,Replacement Parts,Car Accessories,Midwest,Reseller,81,Loss,4,25,25,839,1,2,0,Unknown,0,0.857724,0.142276,1
6447439,Shelters & RV,Performance & Non-auto,Pacific,Reseller,43,Won,5,53,53,25569,3,4,1,Unknown,0,0.994307,0.005693,3
6447449,Exterior Accessories,Car Accessories,Pacific,Reseller,70,Loss,2,36,36,15501,1,1,0,Unknown,0,1,0,2
6447523,Shelters & RV,Performance & Non-auto,Pacific,Other,86,Loss,3,20,20,50000,1,4,0,None,0.178571,0,0.821429,4
6447561,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,59,Loss,4,46,46,306748,5,4,0,None,0,0.441558,0.558442,6
6447603,Replacement Parts,Car Accessories,Pacific,Fields Sales,75,Loss,4,31,31,40000,1,1,0,Unknown,0,0.491803,0.508197,3
6447612,Exterior Accessories,Car Accessories,Pacific,Fields Sales,89,Loss,3,16,16,193768,5,5,0,Unknown,0,1,0,5
6447746,Interior Accessories,Car Accessories,Pacific,Fields Sales,53,Loss,4,53,53,4166,5,1,0,Unknown,0.623574,0.043726,0.3327,1
6447749,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,73,Loss,3,33,33,300000,4,1,4,Known,0.663609,0.336391,0,6
6447775,Interior Accessories,Car Accessories,Northwest,Fields Sales,84,Loss,3,22,22,250000,5,2,0,Unknown,0.083721,0.916279,0,6
6447779,Exterior Accessories,Car Accessories,Pacific,Other,75,Loss,2,31,31,0,1,1,0,Known,0,1,0,1
6447786,Exterior Accessories,Car Accessories,Midwest,Fields Sales,82,Loss,2,24,24,100000,4,5,3,Unknown,1,0,0,5
6447819,Garage & Car Care,Car Accessories,Midwest,Reseller,24,Won,3,2,2,28500,3,3,0,Known,0,0,1,3
6447822,Exterior Accessories,Car Accessories,Pacific,Reseller,58,Loss,3,44,44,30000,1,5,0,Unknown,0,1,0,3
6447833,Garage & Car Care,Car Accessories,Midwest,Fields Sales,84,Won,5,13,13,110000,4,5,1,Known,0,0.529851,0.41791,5
6447864,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,81,Loss,3,25,25,300000,5,1,0,None,0,0.015873,0.984127,6
6447867,Replacement Parts,Car Accessories,Midwest,Fields Sales,90,Loss,6,16,16,100000,5,4,0,None,0.158228,0.037975,0.803797,5
6447868,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,73,Loss,2,33,33,90000,5,4,0,Unknown,0,1,0,4
6447876,Batteries & Accessories,Car Accessories,Midwest,Other,91,Loss,2,15,15,50000,1,1,0,Unknown,1,0,0,4
6447880,Interior Accessories,Car Accessories,Pacific,Fields Sales,88,Loss,3,15,15,79057,1,1,0,Unknown,1,0,0,4
6447908,Exterior Accessories,Car Accessories,Pacific,Fields Sales,89,Loss,2,17,17,0,1,5,0,None,0,1,0,1
6447908,Exterior Accessories,Car Accessories,Pacific,Fields Sales,89,Loss,2,17,17,100000,1,5,0,None,0,1,0,5
6447924,Batteries & Accessories,Car Accessories,Pacific,Telesales,81,Loss,4,11,11,20000,4,1,4,None,0.491228,0.508772,0,2
6447934,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,73,Won,4,33,33,490000,4,5,4,Unknown,0.02454,0.809816,0.165644,6
6448003,Performance Parts,Performance & Non-auto,Midwest,Reseller,45,Loss,4,61,61,50000,1,4,0,Unknown,0.414474,0.128289,0.457237,4
6448014,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,16,Loss,9,83,83,60000,2,2,0,Unknown,0,0.057692,0.942308,4
6448054,Towing & Hitches,Car Accessories,Pacific,Fields Sales,76,Loss,2,30,30,45000,1,2,0,Unknown,0,1,0,3
6448064,Interior Accessories,Car Accessories,Pacific,Fields Sales,27,Loss,5,79,79,600000,4,5,0,Known,0.518471,0.481529,0,7
6448083,Exterior Accessories,Car Accessories,Midwest,Fields Sales,37,Loss,6,69,69,101000,4,3,0,Unknown,0.113869,0.591241,0.294891,5
6448109,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,87,Won,5,5,5,5800,1,1,3,Unknown,0.104167,0.791667,0.104167,1
6450369,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,24,Won,4,3,3,65000,3,1,0,Unknown,0,0.12,0.88,4
6450373,Garage & Car Care,Car Accessories,Midwest,Reseller,24,Won,4,6,6,58250,1,4,0,Unknown,0,0.048387,0.951613,4
6450380,Batteries & Accessories,Car Accessories,Midwest,Reseller,24,Won,2,0,0,20000,2,1,0,Unknown,0,0,0,2
6450382,Exterior Accessories,Car Accessories,Pacific,Reseller,24,Won,3,4,4,31002,1,3,0,Unknown,0,1,0,3
6450390,Replacement Parts,Car Accessories,Northwest,Reseller,83,Loss,2,23,23,50000,1,3,0,Unknown,0,1,0,4
6450452,Batteries & Accessories,Car Accessories,Pacific,Reseller,69,Loss,2,37,37,274000,1,1,0,Unknown,0,1,0,6
6450479,Car Electronics,Car Electronics,Midwest,Reseller,95,Won,3,11,11,30674,1,1,0,Unknown,0,0.027273,0.972727,3
6450581,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,90,Won,4,15,12,450000,2,1,0,Unknown,0,0.48366,0.313725,6
6450617,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,75,Loss,5,31,31,50000,5,1,0,Known,0.462295,0.537705,0,4
6450650,Shelters & RV,Performance & Non-auto,Northwest,Other,77,Won,4,2,2,581,4,1,0,Unknown,0.526316,0.473684,0,1
6450691,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,78,Loss,2,0,0,10000,4,3,0,Unknown,0,0,0,2
6450715,Replacement Parts,Car Accessories,Northwest,Fields Sales,87,Loss,2,19,19,65789,5,4,0,Unknown,0,1,0,4
6450722,Replacement Parts,Car Accessories,Midwest,Fields Sales,90,Loss,2,16,16,50000,1,1,0,Unknown,1,0,0,4
6450724,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,88,Loss,3,17,17,490000,5,4,4,Unknown,0,0.208092,0.791908,6
6450733,Shelters & RV,Performance & Non-auto,Pacific,Other,76,Loss,6,30,30,55000,4,1,0,Known,0.180602,0.58194,0.237458,4
6450734,Performance Parts,Performance & Non-auto,Midwest,Reseller,83,Loss,2,23,23,20000,1,1,0,None,0,1,0,2
6450741,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,91,Loss,2,15,15,150000,1,3,0,Unknown,1,0,0,5
6450745,Garage & Car Care,Car Accessories,Pacific,Other,91,Loss,2,15,15,79057,1,1,0,Unknown,0,1,0,4
6450766,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,30,Loss,3,76,76,232522,1,1,0,Unknown,0.02649,0.97351,0,5
6450784,Replacement Parts,Car Accessories,Midwest,Reseller,71,Loss,8,24,24,36809,5,3,0,Unknown,0.04918,0.95082,0,3
6450791,Exterior Accessories,Car Accessories,Pacific,Reseller,88,Loss,2,17,17,15000,5,3,0,Unknown,0,1,0,2
6450879,Replacement Parts,Car Accessories,Pacific,Fields Sales,75,Loss,6,31,31,6200,3,4,0,None,0.035948,0.405229,0.558824,1
6450970,Exterior Accessories,Car Accessories,Midwest,Fields Sales,81,Loss,4,24,24,20000,2,5,0,Known,0.139344,0.135246,0.72541,2
6450980,Replacement Parts,Car Accessories,Midwest,Reseller,79,Loss,3,25,25,2000,1,1,0,Unknown,0,1,0,1
6450988,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,90,Loss,3,16,16,126000,4,5,0,Known,0.019108,0,0.980892,5
6451002,Exterior Accessories,Car Accessories,Northwest,Fields Sales,44,Won,5,37,37,300000,4,5,3,Unknown,0.141304,0.44837,0.410326,6
6451007,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,74,Loss,3,31,31,170000,2,4,0,Unknown,0.054313,0.945687,0,5
6451032,Garage & Car Care,Car Accessories,Midwest,Reseller,89,Loss,2,17,17,4000,1,1,0,Unknown,0,1,0,1
6451051,Replacement Parts,Car Accessories,Pacific,Fields Sales,85,Loss,3,21,21,100000,1,1,0,Known,0.080952,0.919048,0,5
6451067,Garage & Car Care,Car Accessories,Midwest,Reseller,89,Loss,2,17,17,5000,1,1,0,Unknown,0,1,0,1
6451082,Towing & Hitches,Car Accessories,Midwest,Reseller,89,Loss,2,17,17,12250,1,1,0,Unknown,0,1,0,2
6451097,Exterior Accessories,Car Accessories,Midwest,Fields Sales,88,Won,4,18,18,50000,2,3,0,Known,0.488764,0.016854,0.494382,4
6453165,Garage & Car Care,Car Accessories,Pacific,Reseller,24,Won,3,11,11,31390,4,1,1,Unknown,0,1,0,3
6453173,Replacement Parts,Car Accessories,Midwest,Reseller,68,Loss,2,37,37,20000,1,1,0,Unknown,0,1,0,2
6453249,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,36,Won,2,0,0,13350,3,2,1,Unknown,0,0,0,2
6453262,Garage & Car Care,Car Accessories,Northwest,Reseller,70,Loss,2,35,35,19180,1,1,0,Unknown,0,1,0,2
6453265,Shelters & RV,Performance & Non-auto,Pacific,Reseller,89,Loss,2,16,16,40000,1,1,0,Unknown,0,1,0,3
6453277,Garage & Car Care,Car Accessories,Midwest,Reseller,24,Won,3,4,4,36757,1,1,0,Unknown,1,0,0,3
6453356,Batteries & Accessories,Car Accessories,Midwest,Reseller,24,Won,3,5,5,8254,4,5,0,Unknown,0,1,0,1
6453359,Interior Accessories,Car Accessories,Pacific,Other,91,Loss,4,14,14,492838,1,1,0,Known,0.034722,0.236111,0.729167,6
6453376,Shelters & RV,Performance & Non-auto,Pacific,Other,46,Loss,4,60,60,105000,1,1,0,Unknown,0,0.474916,0.525084,5
6453427,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,43,Won,5,13,10,110000,4,5,1,None,0.140625,0,0.625,5
6453431,Exterior Accessories,Car Accessories,Midwest,Reseller,84,Loss,4,20,20,3888,3,4,0,Unknown,0,1,0,1
6453451,Exterior Accessories,Car Accessories,Pacific,Fields Sales,103,Won,2,2,2,0,3,2,0,Known,0,1,0,1
6453501,Exterior Accessories,Car Accessories,Midwest,Fields Sales,75,Loss,3,31,31,400000,5,1,0,Known,0.295082,0.704918,0,6
6453515,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,91,Loss,2,14,14,50000,5,5,0,Known,1,0,0,4
6453542,Motorcycle Parts,Performance & Non-auto,Midwest,Other,43,Won,3,5,5,12000,1,4,3,Known,0,0,1,2
6453590,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,90,Loss,3,16,16,542551,4,1,0,Unknown,0.33758,0.66242,0,7
6453676,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,60,Loss,7,46,46,18404,3,3,0,None,0.246154,0.753846,0,2
6453723,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,82,Loss,2,23,23,150000,2,4,0,Known,1,0,0,5
6453763,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,89,Loss,3,16,16,200000,4,4,0,Unknown,0.104938,0.895062,0,5
6453811,Shelters & RV,Performance & Non-auto,Pacific,Reseller,85,Loss,2,20,20,5000,1,1,0,Unknown,0,1,0,1
6453823,Interior Accessories,Car Accessories,Northwest,Other,82,Loss,4,24,24,250000,4,5,0,Unknown,0.058577,0.644351,0.297071,6
6453831,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,81,Loss,3,22,22,155014,1,1,1,Known,0,1,0,5
6453832,Exterior Accessories,Car Accessories,Pacific,Other,87,Loss,2,19,19,150000,1,1,0,Known,0,1,0,5
6453863,Exterior Accessories,Car Accessories,Pacific,Reseller,84,Loss,2,21,21,95000,2,5,0,Unknown,0,1,0,4
6453873,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,86,Loss,3,19,19,310029,5,1,0,Unknown,0,0.760417,0.239583,6
6453940,Tires & Wheels,Tires & Wheels,Pacific,Fields Sales,90,Loss,3,15,15,45000,1,1,0,Unknown,0.801325,0.198675,0,3
6456072,Exterior Accessories,Car Accessories,Midwest,Reseller,24,Won,3,6,6,9500,1,4,0,Unknown,0,1,0,1
6456075,Exterior Accessories,Car Accessories,Pacific,Reseller,100,Won,2,5,5,217020,1,1,0,Unknown,0,1,0,5
6456085,Garage & Car Care,Car Accessories,Midwest,Reseller,75,Loss,2,31,31,10123,1,1,0,Unknown,0,1,0,2
6456124,Exterior Accessories,Car Accessories,Midwest,Reseller,87,Loss,6,14,14,1400,2,1,0,Unknown,0,1,0,1
6456127,Garage & Car Care,Car Accessories,Midwest,Reseller,24,Won,4,4,4,4636,1,3,1,Unknown,0,0.209302,0.790698,1
6456146,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,44,Loss,4,62,32,23255,4,4,1,Unknown,0,0.523501,0,2
6456185,Exterior Accessories,Car Accessories,Northwest,Reseller,62,Loss,2,43,43,39473,5,4,0,Unknown,0,1,0,3
6456201,Garage & Car Care,Car Accessories,Midwest,Reseller,86,Won,4,10,10,57200,1,5,0,Unknown,0,0.010101,0.989899,4
6456232,Batteries & Accessories,Car Accessories,Midwest,Reseller,24,Won,3,4,4,295316,4,4,0,Unknown,0,1,0,6
6456248,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,71,Loss,6,35,35,25000,1,1,0,Unknown,0,0.005797,0.994203,3
6456306,Garage & Car Care,Car Accessories,Midwest,Fields Sales,76,Loss,5,24,24,40000,2,3,0,Known,0.296296,0.263374,0.440329,3
6456310,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,83,Loss,2,22,22,55000,2,3,0,Unknown,1,0,0,4
6456321,Towing & Hitches,Car Accessories,Midwest,Fields Sales,87,Loss,4,19,19,25000,2,3,0,Known,0,0.804233,0.195767,3
6456324,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,73,Loss,2,33,33,50000,1,2,0,Unknown,1,0,0,4
6456345,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,84,Loss,2,22,22,40000,2,3,0,Unknown,1,0,0,3
6456378,Exterior Accessories,Car Accessories,Midwest,Fields Sales,23,Won,3,9,9,15000,4,2,0,Known,0,0,1,2
6456403,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,101,Won,4,4,4,152000,1,1,2,None,0,0.976744,0,5
6456408,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,84,Loss,2,21,21,75000,5,4,0,Unknown,1,0,0,4
6456422,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,86,Loss,2,19,19,120000,2,4,0,Unknown,1,0,0,5
6456466,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,86,Loss,2,19,19,120000,1,1,0,Unknown,1,0,0,5
6456470,Exterior Accessories,Car Accessories,Midwest,Reseller,70,Loss,4,35,35,30000,1,2,0,Known,0.594203,0.405797,0,3
6456519,Performance Parts,Performance & Non-auto,Pacific,Fields Sales,75,Loss,2,30,30,558053,4,5,1,Unknown,0,1,0,7
6456526,Interior Accessories,Car Accessories,Midwest,Fields Sales,88,Loss,4,4,4,25000,3,3,0,None,0.805556,0.194444,0,3
6456564,Exterior Accessories,Car Accessories,Northwest,Fields Sales,44,Won,4,11,8,112000,5,3,0,Known,0,0,0.711712,5
6456671,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,90,Loss,3,15,15,1,2,5,0,Known,0,0.473333,0.526667,1
6456687,Exterior Accessories,Car Accessories,Pacific,Fields Sales,85,Loss,3,21,21,155014,2,2,0,Unknown,0.014634,0.985366,0,5
6456696,Interior Accessories,Car Accessories,Midwest,Fields Sales,82,Loss,4,23,23,10000,2,1,0,None,0,1,0,2
6456700,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,90,Won,5,5,4,78947,1,2,0,Known,0,0.54902,0.176471,4
6459316,Garage & Car Care,Car Accessories,Midwest,Reseller,63,Loss,2,42,42,16200,1,5,0,Unknown,0,1,0,2
6459335,Exterior Accessories,Car Accessories,Midwest,Reseller,83,Won,3,22,6,20000,1,4,0,Unknown,0,0.251121,0,2
6459417,Tires & Wheels,Tires & Wheels,Pacific,Fields Sales,88,Loss,2,17,17,100000,1,1,0,Unknown,1,0,0,5
